timestamp,ip,port,msg_id,msg_name,intent,severity,payload_hex,session_id,honeypot_state,packet_rate
2026-04-21T18:39:18.776115,127.0.0.1,47644,0,NON_MAVLINK_PROBE,SCANNER,0,,bfa9a64b,NORMAL,0.0
2026-04-21T18:40:22.826509,127.0.0.1,47652,0,NON_MAVLINK_PROBE,SCANNER,0,,758b044b,NORMAL,0.0
2026-04-21T18:42:44.942311,127.0.0.1,41844,0,NON_MAVLINK_PROBE,SCANNER,0,,23216323,NORMAL,0.0
2026-04-21T19:11:39.702556,127.0.0.1,60138,0,NON_MAVLINK_PROBE,SCANNER,0,,b4db9b26,NORMAL,0.0
2026-04-21T19:11:50.134244,127.0.0.1,47914,0,NON_MAVLINK_PROBE,SCANNER,0,,5e7add2e,NORMAL,0.0
2026-04-21T19:12:10.530072,127.0.0.1,46176,0,NON_MAVLINK_PROBE,SCANNER,0,,1ec5a1fc,NORMAL,0.0
2026-04-21T19:12:20.990864,127.0.0.1,43546,0,NON_MAVLINK_PROBE,SCANNER,0,,bc04074e,NORMAL,0.0
2026-04-21T19:12:31.361320,127.0.0.1,51546,0,NON_MAVLINK_PROBE,SCANNER,0,,0ac06483,NORMAL,0.0
2026-04-21T19:12:41.817837,127.0.0.1,38476,0,NON_MAVLINK_PROBE,SCANNER,0,,dcb47d49,NORMAL,0.0
2026-04-21T19:12:52.290629,127.0.0.1,50688,0,NON_MAVLINK_PROBE,SCANNER,0,,33d7bbd4,NORMAL,0.0
2026-04-21T19:13:02.786444,127.0.0.1,45786,0,NON_MAVLINK_PROBE,SCANNER,0,,0421b9c4,NORMAL,0.0
2026-04-21T19:13:13.697174,127.0.0.1,55442,0,NON_MAVLINK_PROBE,SCANNER,0,,19fd68c5,NORMAL,0.0
2026-04-21T19:13:24.125431,127.0.0.1,46824,0,NON_MAVLINK_PROBE,SCANNER,0,,53f675e0,NORMAL,0.0
2026-04-21T19:53:26.493722,127.0.0.1,57370,0,NON_MAVLINK_PROBE,SCANNER,0,,1ea86896,NORMAL,0.0
2026-04-21T19:53:26.490262,127.0.0.1,57368,0,NON_MAVLINK_PROBE,SCANNER,0,,5a3213e2,NORMAL,0.0
2026-04-21T19:53:36.493088,127.0.0.1,51672,0,NON_MAVLINK_PROBE,SCANNER,0,,8f81180c,NORMAL,0.0
2026-04-21T19:53:36.490148,127.0.0.1,51658,0,NON_MAVLINK_PROBE,SCANNER,0,,149d51bd,NORMAL,0.0
2026-04-21T21:26:31.371613,127.0.0.1,42250,0,NON_MAVLINK_PROBE,SCANNER,0,,c7328c9c,NORMAL,0.0
